Sexo;Tipo de empleo buscado;Grupos de edad (años);Periodo;Total
varones;de jornada parcial o si no, completa;de 70 y más;1990TI;0
varones;de jornada parcial o si no, completa;de 70 y más;1989TIV;0
varones;de jornada parcial o si no, completa;de 70 y más;1989TIII;0
varones;de jornada parcial o si no, completa;de 70 y más;1989TII;0
varones;de jornada parcial o si no, completa;de 70 y más;1989TI;0
varones;de jornada parcial o si no, completa;de 70 y más;1988TIV;0
varones;de jornada parcial o si no, completa;de 70 y más;1988TIII;0
varones;de jornada parcial o si no, completa;de 70 y más;1988TII;0
varones;de jornada parcial o si no, completa;de 70 y más;1988TI;0
varones;de jornada parcial o si no, completa;de 70 y más;1987TIV;0
varones;de jornada parcial o si no, completa;de 70 y más;1987TIII;0
varones;de jornada parcial o si no, completa;de 70 y más;1987TII;0
varones;de jornada parcial únicamente;total;1995TIV;13,5
varones;de jornada parcial únicamente;total;1995TIII;15,6
varones;de jornada parcial únicamente;total;1995TII;17,3
varones;de jornada parcial únicamente;total;1995TI;16,8
varones;de jornada parcial únicamente;total;1994TIV;14,5
varones;de jornada parcial únicamente;total;1994TIII;12,5
varones;de jornada parcial únicamente;total;1994TII;13,1
varones;de jornada parcial únicamente;total;1994TI;16,1
varones;de jornada parcial únicamente;total;1993TIV;15,2
varones;de jornada parcial únicamente;total;1993TIII;9,4
varones;de jornada parcial únicamente;total;1993TII;12,9
varones;de jornada parcial únicamente;total;1993TI;11,9
varones;de jornada parcial únicamente;total;1992TIV;13,4
varones;de jornada parcial únicamente;total;1992TIII;10,9
varones;de jornada parcial únicamente;total;1992TII;11,8
varones;de jornada parcial únicamente;total;1992TI;14
varones;de jornada parcial únicamente;total;1991TIV;12,6
varones;de jornada parcial únicamente;total;1991TIII;7,4
varones;de jornada parcial únicamente;total;1991TII;6,3
varones;de jornada parcial únicamente;total;1991TI;12,4
varones;de jornada parcial únicamente;total;1990TIV;13,2
varones;de jornada parcial únicamente;total;1990TIII;12,7
varones;de jornada parcial únicamente;total;1990TII;11,5
varones;de jornada parcial únicamente;total;1990TI;11,3
varones;de jornada parcial únicamente;total;1989TIV;14
varones;de jornada parcial únicamente;total;1989TIII;13,7
varones;de jornada parcial únicamente;total;1989TII;12,9
varones;de jornada parcial únicamente;total;1989TI;14,1
varones;de jornada parcial únicamente;total;1988TIV;16,4
varones;de jornada parcial únicamente;total;1988TIII;11
varones;de jornada parcial únicamente;total;1988TII;10,7
varones;de jornada parcial únicamente;total;1988TI;12,6
varones;de jornada parcial únicamente;total;1987TIV;13,5
varones;de jornada parcial únicamente;total;1987TIII;13,4
varones;de jornada parcial únicamente;total;1987TII;13,6
varones;de jornada parcial únicamente;de 16 a 19;1995TIV;3,7
varones;de jornada parcial únicamente;de 16 a 19;1995TIII;4,3
varones;de jornada parcial únicamente;de 16 a 19;1995TII;4,2
varones;de jornada parcial únicamente;de 16 a 19;1995TI;5,4
varones;de jornada parcial únicamente;de 16 a 19;1994TIV;4,5
varones;de jornada parcial únicamente;de 16 a 19;1994TIII;3,4
varones;de jornada parcial únicamente;de 16 a 19;1994TII;4,3
varones;de jornada parcial únicamente;de 16 a 19;1994TI;5,9
varones;de jornada parcial únicamente;de 16 a 19;1993TIV;5
varones;de jornada parcial únicamente;de 16 a 19;1993TIII;2,8
varones;de jornada parcial únicamente;de 16 a 19;1993TII;3,5
varones;de jornada parcial únicamente;de 16 a 19;1993TI;4,1
varones;de jornada parcial únicamente;de 16 a 19;1992TIV;3,5
varones;de jornada parcial únicamente;de 16 a 19;1992TIII;2,5
varones;de jornada parcial únicamente;de 16 a 19;1992TII;2,5
varones;de jornada parcial únicamente;de 16 a 19;1992TI;5,5
varones;de jornada parcial únicamente;de 16 a 19;1991TIV;3,7
varones;de jornada parcial únicamente;de 16 a 19;1991TIII;1,9
varones;de jornada parcial únicamente;de 16 a 19;1991TII;1,7
varones;de jornada parcial únicamente;de 16 a 19;1991TI;3,4
varones;de jornada parcial únicamente;de 16 a 19;1990TIV;5
varones;de jornada parcial únicamente;de 16 a 19;1990TIII;4,8
varones;de jornada parcial únicamente;de 16 a 19;1990TII;3,9
varones;de jornada parcial únicamente;de 16 a 19;1990TI;3,1
varones;de jornada parcial únicamente;de 16 a 19;1989TIV;6,2
varones;de jornada parcial únicamente;de 16 a 19;1989TIII;5,8
varones;de jornada parcial únicamente;de 16 a 19;1989TII;3,8
varones;de jornada parcial únicamente;de 16 a 19;1989TI;3,7
varones;de jornada parcial únicamente;de 16 a 19;1988TIV;5,5
varones;de jornada parcial únicamente;de 16 a 19;1988TIII;3
varones;de jornada parcial únicamente;de 16 a 19;1988TII;4,8
varones;de jornada parcial únicamente;de 16 a 19;1988TI;5,5
varones;de jornada parcial únicamente;de 16 a 19;1987TIV;5
varones;de jornada parcial únicamente;de 16 a 19;1987TIII;7
varones;de jornada parcial únicamente;de 16 a 19;1987TII;5,4
varones;de jornada parcial únicamente;de 20 a 24;1995TIV;5,3
varones;de jornada parcial únicamente;de 20 a 24;1995TIII;7,7
varones;de jornada parcial únicamente;de 20 a 24;1995TII;7,8
varones;de jornada parcial únicamente;de 20 a 24;1995TI;7,5
varones;de jornada parcial únicamente;de 20 a 24;1994TIV;6,7
varones;de jornada parcial únicamente;de 20 a 24;1994TIII;6,1
varones;de jornada parcial únicamente;de 20 a 24;1994TII;5,1
varones;de jornada parcial únicamente;de 20 a 24;1994TI;7,6
varones;de jornada parcial únicamente;de 20 a 24;1993TIV;5,3
varones;de jornada parcial únicamente;de 20 a 24;1993TIII;4,3
varones;de jornada parcial únicamente;de 20 a 24;1993TII;5
varones;de jornada parcial únicamente;de 20 a 24;1993TI;4,3
varones;de jornada parcial únicamente;de 20 a 24;1992TIV;4,6
varones;de jornada parcial únicamente;de 20 a 24;1992TIII;4,8
varones;de jornada parcial únicamente;de 20 a 24;1992TII;6,3
varones;de jornada parcial únicamente;de 20 a 24;1992TI;5
varones;de jornada parcial únicamente;de 20 a 24;1991TIV;6,2
varones;de jornada parcial únicamente;de 20 a 24;1991TIII;3
varones;de jornada parcial únicamente;de 20 a 24;1991TII;2,2
varones;de jornada parcial únicamente;de 20 a 24;1991TI;6
varones;de jornada parcial únicamente;de 20 a 24;1990TIV;5,6
varones;de jornada parcial únicamente;de 20 a 24;1990TIII;4,7
varones;de jornada parcial únicamente;de 20 a 24;1990TII;4,8
varones;de jornada parcial únicamente;de 20 a 24;1990TI;5,5
varones;de jornada parcial únicamente;de 20 a 24;1989TIV;5,1
varones;de jornada parcial únicamente;de 20 a 24;1989TIII;4,8
varones;de jornada parcial únicamente;de 20 a 24;1989TII;5,2
varones;de jornada parcial únicamente;de 20 a 24;1989TI;5,3
varones;de jornada parcial únicamente;de 20 a 24;1988TIV;6,6
varones;de jornada parcial únicamente;de 20 a 24;1988TIII;3,8
varones;de jornada parcial únicamente;de 20 a 24;1988TII;4,6
varones;de jornada parcial únicamente;de 20 a 24;1988TI;5,2
varones;de jornada parcial únicamente;de 20 a 24;1987TIV;4,8
varones;de jornada parcial únicamente;de 20 a 24;1987TIII;3,6
varones;de jornada parcial únicamente;de 20 a 24;1987TII;3,8
varones;de jornada parcial únicamente;de 25 a 29;1995TIV;3,5
varones;de jornada parcial únicamente;de 25 a 29;1995TIII;1,6
varones;de jornada parcial únicamente;de 25 a 29;1995TII;2,7
varones;de jornada parcial únicamente;de 25 a 29;1995TI;2,2
varones;de jornada parcial únicamente;de 25 a 29;1994TIV;2,9
varones;de jornada parcial únicamente;de 25 a 29;1994TIII;1,6
varones;de jornada parcial únicamente;de 25 a 29;1994TII;2,2
varones;de jornada parcial únicamente;de 25 a 29;1994TI;1,3
varones;de jornada parcial únicamente;de 25 a 29;1993TIV;3
varones;de jornada parcial únicamente;de 25 a 29;1993TIII;1,4
varones;de jornada parcial únicamente;de 25 a 29;1993TII;2,9
varones;de jornada parcial únicamente;de 25 a 29;1993TI;2,5
varones;de jornada parcial únicamente;de 25 a 29;1992TIV;4,1
varones;de jornada parcial únicamente;de 25 a 29;1992TIII;2,5
varones;de jornada parcial únicamente;de 25 a 29;1992TII;1,7
varones;de jornada parcial únicamente;de 25 a 29;1992TI;1,4
varones;de jornada parcial únicamente;de 25 a 29;1991TIV;1
varones;de jornada parcial únicamente;de 25 a 29;1991TIII;0,7
varones;de jornada parcial únicamente;de 25 a 29;1991TII;0,6
varones;de jornada parcial únicamente;de 25 a 29;1991TI;1,3
varones;de jornada parcial únicamente;de 25 a 29;1990TIV;1
varones;de jornada parcial únicamente;de 25 a 29;1990TIII;1,1
varones;de jornada parcial únicamente;de 25 a 29;1990TII;1,1
varones;de jornada parcial únicamente;de 25 a 29;1990TI;1,2
varones;de jornada parcial únicamente;de 25 a 29;1989TIV;1,6
varones;de jornada parcial únicamente;de 25 a 29;1989TIII;1,1
varones;de jornada parcial únicamente;de 25 a 29;1989TII;2,3
varones;de jornada parcial únicamente;de 25 a 29;1989TI;2,2
varones;de jornada parcial únicamente;de 25 a 29;1988TIV;2,4
varones;de jornada parcial únicamente;de 25 a 29;1988TIII;1,1
varones;de jornada parcial únicamente;de 25 a 29;1988TII;1
varones;de jornada parcial únicamente;de 25 a 29;1988TI;1,1
varones;de jornada parcial únicamente;de 25 a 29;1987TIV;1,9
varones;de jornada parcial únicamente;de 25 a 29;1987TIII;1,6
varones;de jornada parcial únicamente;de 25 a 29;1987TII;1,3
varones;de jornada parcial únicamente;de 30 a 34;1995TIV;0,2
varones;de jornada parcial únicamente;de 30 a 34;1995TIII;0,4
varones;de jornada parcial únicamente;de 30 a 34;1995TII;0,9
varones;de jornada parcial únicamente;de 30 a 34;1995TI;0,5
varones;de jornada parcial únicamente;de 30 a 34;1994TIV;0
varones;de jornada parcial únicamente;de 30 a 34;1994TIII;0,7
varones;de jornada parcial únicamente;de 30 a 34;1994TII;0,7
varones;de jornada parcial únicamente;de 30 a 34;1994TI;0,8
varones;de jornada parcial únicamente;de 30 a 34;1993TIV;0,8
varones;de jornada parcial únicamente;de 30 a 34;1993TIII;0,4
varones;de jornada parcial únicamente;de 30 a 34;1993TII;0,3
varones;de jornada parcial únicamente;de 30 a 34;1993TI;0,3
varones;de jornada parcial únicamente;de 30 a 34;1992TIV;0,3
varones;de jornada parcial únicamente;de 30 a 34;1992TIII;0,3
varones;de jornada parcial únicamente;de 30 a 34;1992TII;0,2
varones;de jornada parcial únicamente;de 30 a 34;1992TI;0,7
varones;de jornada parcial únicamente;de 30 a 34;1991TIV;0,8
varones;de jornada parcial únicamente;de 30 a 34;1991TIII;0,7
varones;de jornada parcial únicamente;de 30 a 34;1991TII;0
varones;de jornada parcial únicamente;de 30 a 34;1991TI;0,5
varones;de jornada parcial únicamente;de 30 a 34;1990TIV;0,7
varones;de jornada parcial únicamente;de 30 a 34;1990TIII;0,5
varones;de jornada parcial únicamente;de 30 a 34;1990TII;0,5
varones;de jornada parcial únicamente;de 30 a 34;1990TI;0,5
varones;de jornada parcial únicamente;de 30 a 34;1989TIV;0,4
varones;de jornada parcial únicamente;de 30 a 34;1989TIII;0,2
varones;de jornada parcial únicamente;de 30 a 34;1989TII;0,4
varones;de jornada parcial únicamente;de 30 a 34;1989TI;0,2
varones;de jornada parcial únicamente;de 30 a 34;1988TIV;0
varones;de jornada parcial únicamente;de 30 a 34;1988TIII;0,4
varones;de jornada parcial únicamente;de 30 a 34;1988TII;0,2
varones;de jornada parcial únicamente;de 30 a 34;1988TI;0
varones;de jornada parcial únicamente;de 30 a 34;1987TIV;0,6
varones;de jornada parcial únicamente;de 30 a 34;1987TIII;0,2
varones;de jornada parcial únicamente;de 30 a 34;1987TII;0,2
varones;de jornada parcial únicamente;de 35 a 39;1995TIV;0,3
varones;de jornada parcial únicamente;de 35 a 39;1995TIII;0,1
varones;de jornada parcial únicamente;de 35 a 39;1995TII;0,4
varones;de jornada parcial únicamente;de 35 a 39;1995TI;0,3
varones;de jornada parcial únicamente;de 35 a 39;1994TIV;0,4
varones;de jornada parcial únicamente;de 35 a 39;1994TIII;0,3
varones;de jornada parcial únicamente;de 35 a 39;1994TII;0,2
varones;de jornada parcial únicamente;de 35 a 39;1994TI;0,2
varones;de jornada parcial únicamente;de 35 a 39;1993TIV;0,2
varones;de jornada parcial únicamente;de 35 a 39;1993TIII;0,1
varones;de jornada parcial únicamente;de 35 a 39;1993TII;0
varones;de jornada parcial únicamente;de 35 a 39;1993TI;0,1
varones;de jornada parcial únicamente;de 35 a 39;1992TIV;0
varones;de jornada parcial únicamente;de 35 a 39;1992TIII;0
varones;de jornada parcial únicamente;de 35 a 39;1992TII;0
varones;de jornada parcial únicamente;de 35 a 39;1992TI;0,2
varones;de jornada parcial únicamente;de 35 a 39;1991TIV;0,1
varones;de jornada parcial únicamente;de 35 a 39;1991TIII;0
varones;de jornada parcial únicamente;de 35 a 39;1991TII;0,2
varones;de jornada parcial únicamente;de 35 a 39;1991TI;0,2
varones;de jornada parcial únicamente;de 35 a 39;1990TIV;0,3
varones;de jornada parcial únicamente;de 35 a 39;1990TIII;0
varones;de jornada parcial únicamente;de 35 a 39;1990TII;0,4
varones;de jornada parcial únicamente;de 35 a 39;1990TI;0,5
varones;de jornada parcial únicamente;de 35 a 39;1989TIV;0,4
varones;de jornada parcial únicamente;de 35 a 39;1989TIII;0,4
varones;de jornada parcial únicamente;de 35 a 39;1989TII;0,4
varones;de jornada parcial únicamente;de 35 a 39;1989TI;0,3
varones;de jornada parcial únicamente;de 35 a 39;1988TIV;0
varones;de jornada parcial únicamente;de 35 a 39;1988TIII;0
varones;de jornada parcial únicamente;de 35 a 39;1988TII;0
varones;de jornada parcial únicamente;de 35 a 39;1988TI;0
varones;de jornada parcial únicamente;de 35 a 39;1987TIV;0,2
varones;de jornada parcial únicamente;de 35 a 39;1987TIII;0,2
varones;de jornada parcial únicamente;de 35 a 39;1987TII;0
varones;de jornada parcial únicamente;de 40 a 44;1995TIV;0
varones;de jornada parcial únicamente;de 40 a 44;1995TIII;0
varones;de jornada parcial únicamente;de 40 a 44;1995TII;0
varones;de jornada parcial únicamente;de 40 a 44;1995TI;0,1
varones;de jornada parcial únicamente;de 40 a 44;1994TIV;0,1
varones;de jornada parcial únicamente;de 40 a 44;1994TIII;0
varones;de jornada parcial únicamente;de 40 a 44;1994TII;0
varones;de jornada parcial únicamente;de 40 a 44;1994TI;0
varones;de jornada parcial únicamente;de 40 a 44;1993TIV;0
varones;de jornada parcial únicamente;de 40 a 44;1993TIII;0,2
varones;de jornada parcial únicamente;de 40 a 44;1993TII;0,6
varones;de jornada parcial únicamente;de 40 a 44;1993TI;0,3
varones;de jornada parcial únicamente;de 40 a 44;1992TIV;0,6
varones;de jornada parcial únicamente;de 40 a 44;1992TIII;0,3
varones;de jornada parcial únicamente;de 40 a 44;1992TII;0,2
varones;de jornada parcial únicamente;de 40 a 44;1992TI;0,1
varones;de jornada parcial únicamente;de 40 a 44;1991TIV;0,2
varones;de jornada parcial únicamente;de 40 a 44;1991TIII;0
varones;de jornada parcial únicamente;de 40 a 44;1991TII;0,5
varones;de jornada parcial únicamente;de 40 a 44;1991TI;0
varones;de jornada parcial únicamente;de 40 a 44;1990TIV;0,2
varones;de jornada parcial únicamente;de 40 a 44;1990TIII;0,7
varones;de jornada parcial únicamente;de 40 a 44;1990TII;0
varones;de jornada parcial únicamente;de 40 a 44;1990TI;0,1
varones;de jornada parcial únicamente;de 40 a 44;1989TIV;0
varones;de jornada parcial únicamente;de 40 a 44;1989TIII;0,2
varones;de jornada parcial únicamente;de 40 a 44;1989TII;0,2
varones;de jornada parcial únicamente;de 40 a 44;1989TI;1
varones;de jornada parcial únicamente;de 40 a 44;1988TIV;0
varones;de jornada parcial únicamente;de 40 a 44;1988TIII;0,3
varones;de jornada parcial únicamente;de 40 a 44;1988TII;0,1
varones;de jornada parcial únicamente;de 40 a 44;1988TI;0
varones;de jornada parcial únicamente;de 40 a 44;1987TIV;0,3
varones;de jornada parcial únicamente;de 40 a 44;1987TIII;0
varones;de jornada parcial únicamente;de 40 a 44;1987TII;0,6
varones;de jornada parcial únicamente;de 45 a 49;1995TIV;0,1
varones;de jornada parcial únicamente;de 45 a 49;1995TIII;0,1
varones;de jornada parcial únicamente;de 45 a 49;1995TII;0,8
varones;de jornada parcial únicamente;de 45 a 49;1995TI;0,2
varones;de jornada parcial únicamente;de 45 a 49;1994TIV;0
varones;de jornada parcial únicamente;de 45 a 49;1994TIII;0,2
varones;de jornada parcial únicamente;de 45 a 49;1994TII;0,3
varones;de jornada parcial únicamente;de 45 a 49;1994TI;0
varones;de jornada parcial únicamente;de 45 a 49;1993TIV;0
varones;de jornada parcial únicamente;de 45 a 49;1993TIII;0
varones;de jornada parcial únicamente;de 45 a 49;1993TII;0
varones;de jornada parcial únicamente;de 45 a 49;1993TI;0
varones;de jornada parcial únicamente;de 45 a 49;1992TIV;0
varones;de jornada parcial únicamente;de 45 a 49;1992TIII;0
varones;de jornada parcial únicamente;de 45 a 49;1992TII;0,6
varones;de jornada parcial únicamente;de 45 a 49;1992TI;0,4
varones;de jornada parcial únicamente;de 45 a 49;1991TIV;0,5
varones;de jornada parcial únicamente;de 45 a 49;1991TIII;0
varones;de jornada parcial únicamente;de 45 a 49;1991TII;0
varones;de jornada parcial únicamente;de 45 a 49;1991TI;0
varones;de jornada parcial únicamente;de 45 a 49;1990TIV;0,1
varones;de jornada parcial únicamente;de 45 a 49;1990TIII;0,1
varones;de jornada parcial únicamente;de 45 a 49;1990TII;0
varones;de jornada parcial únicamente;de 45 a 49;1990TI;0,1
varones;de jornada parcial únicamente;de 45 a 49;1989TIV;0
varones;de jornada parcial únicamente;de 45 a 49;1989TIII;0
varones;de jornada parcial únicamente;de 45 a 49;1989TII;0
varones;de jornada parcial únicamente;de 45 a 49;1989TI;0
varones;de jornada parcial únicamente;de 45 a 49;1988TIV;0
varones;de jornada parcial únicamente;de 45 a 49;1988TIII;0
varones;de jornada parcial únicamente;de 45 a 49;1988TII;0
varones;de jornada parcial únicamente;de 45 a 49;1988TI;0,1
varones;de jornada parcial únicamente;de 45 a 49;1987TIV;0,1
varones;de jornada parcial únicamente;de 45 a 49;1987TIII;0,1
varones;de jornada parcial únicamente;de 45 a 49;1987TII;0,8
varones;de jornada parcial únicamente;de 50 a 54;1995TIV;0
varones;de jornada parcial únicamente;de 50 a 54;1995TIII;0,2
varones;de jornada parcial únicamente;de 50 a 54;1995TII;0,2
varones;de jornada parcial únicamente;de 50 a 54;1995TI;0,2
varones;de jornada parcial únicamente;de 50 a 54;1994TIV;0
varones;de jornada parcial únicamente;de 50 a 54;1994TIII;0
varones;de jornada parcial únicamente;de 50 a 54;1994TII;0
varones;de jornada parcial únicamente;de 50 a 54;1994TI;0,1
varones;de jornada parcial únicamente;de 50 a 54;1993TIV;0
varones;de jornada parcial únicamente;de 50 a 54;1993TIII;0
varones;de jornada parcial únicamente;de 50 a 54;1993TII;0
varones;de jornada parcial únicamente;de 50 a 54;1993TI;0
varones;de jornada parcial únicamente;de 50 a 54;1992TIV;0
varones;de jornada parcial únicamente;de 50 a 54;1992TIII;0,5
varones;de jornada parcial únicamente;de 50 a 54;1992TII;0
varones;de jornada parcial únicamente;de 50 a 54;1992TI;0
varones;de jornada parcial únicamente;de 50 a 54;1991TIV;0
varones;de jornada parcial únicamente;de 50 a 54;1991TIII;0,4
varones;de jornada parcial únicamente;de 50 a 54;1991TII;0,2
varones;de jornada parcial únicamente;de 50 a 54;1991TI;0,1
varones;de jornada parcial únicamente;de 50 a 54;1990TIV;0
varones;de jornada parcial únicamente;de 50 a 54;1990TIII;0,3
varones;de jornada parcial únicamente;de 50 a 54;1990TII;0
varones;de jornada parcial únicamente;de 50 a 54;1990TI;0,2
varones;de jornada parcial únicamente;de 50 a 54;1989TIV;0
varones;de jornada parcial únicamente;de 50 a 54;1989TIII;0,1
varones;de jornada parcial únicamente;de 50 a 54;1989TII;0
varones;de jornada parcial únicamente;de 50 a 54;1989TI;0,6
varones;de jornada parcial únicamente;de 50 a 54;1988TIV;0,7
varones;de jornada parcial únicamente;de 50 a 54;1988TIII;0,7
varones;de jornada parcial únicamente;de 50 a 54;1988TII;0
varones;de jornada parcial únicamente;de 50 a 54;1988TI;0,2
varones;de jornada parcial únicamente;de 50 a 54;1987TIV;0,5
varones;de jornada parcial únicamente;de 50 a 54;1987TIII;0,6
varones;de jornada parcial únicamente;de 50 a 54;1987TII;0,6
varones;de jornada parcial únicamente;de 55 a 59;1995TIV;0,1
varones;de jornada parcial únicamente;de 55 a 59;1995TIII;0,5
varones;de jornada parcial únicamente;de 55 a 59;1995TII;0
varones;de jornada parcial únicamente;de 55 a 59;1995TI;0,4
varones;de jornada parcial únicamente;de 55 a 59;1994TIV;0
varones;de jornada parcial únicamente;de 55 a 59;1994TIII;0
varones;de jornada parcial únicamente;de 55 a 59;1994TII;0,1
varones;de jornada parcial únicamente;de 55 a 59;1994TI;0,1
varones;de jornada parcial únicamente;de 55 a 59;1993TIV;0,8
varones;de jornada parcial únicamente;de 55 a 59;1993TIII;0,2
varones;de jornada parcial únicamente;de 55 a 59;1993TII;0
varones;de jornada parcial únicamente;de 55 a 59;1993TI;0,1
varones;de jornada parcial únicamente;de 55 a 59;1992TIV;0,2
varones;de jornada parcial únicamente;de 55 a 59;1992TIII;0
varones;de jornada parcial únicamente;de 55 a 59;1992TII;0,2
varones;de jornada parcial únicamente;de 55 a 59;1992TI;0,2
varones;de jornada parcial únicamente;de 55 a 59;1991TIV;0,2
varones;de jornada parcial únicamente;de 55 a 59;1991TIII;0,5
varones;de jornada parcial únicamente;de 55 a 59;1991TII;0,5
varones;de jornada parcial únicamente;de 55 a 59;1991TI;0,7
varones;de jornada parcial únicamente;de 55 a 59;1990TIV;0,4
varones;de jornada parcial únicamente;de 55 a 59;1990TIII;0,5
varones;de jornada parcial únicamente;de 55 a 59;1990TII;0,3
varones;de jornada parcial únicamente;de 55 a 59;1990TI;0
varones;de jornada parcial únicamente;de 55 a 59;1989TIV;0
varones;de jornada parcial únicamente;de 55 a 59;1989TIII;0,6
varones;de jornada parcial únicamente;de 55 a 59;1989TII;0,6
varones;de jornada parcial únicamente;de 55 a 59;1989TI;0,8
varones;de jornada parcial únicamente;de 55 a 59;1988TIV;0,8
varones;de jornada parcial únicamente;de 55 a 59;1988TIII;1,5
varones;de jornada parcial únicamente;de 55 a 59;1988TII;0
varones;de jornada parcial únicamente;de 55 a 59;1988TI;0,5
varones;de jornada parcial únicamente;de 55 a 59;1987TIV;0,1
varones;de jornada parcial únicamente;de 55 a 59;1987TIII;0,1
varones;de jornada parcial únicamente;de 55 a 59;1987TII;0,8
varones;de jornada parcial únicamente;de 60 a 64;1995TIV;0,2
varones;de jornada parcial únicamente;de 60 a 64;1995TIII;0,7
varones;de jornada parcial únicamente;de 60 a 64;1995TII;0,3
varones;de jornada parcial únicamente;de 60 a 64;1995TI;0
varones;de jornada parcial únicamente;de 60 a 64;1994TIV;0
varones;de jornada parcial únicamente;de 60 a 64;1994TIII;0
varones;de jornada parcial únicamente;de 60 a 64;1994TII;0,2
varones;de jornada parcial únicamente;de 60 a 64;1994TI;0
varones;de jornada parcial únicamente;de 60 a 64;1993TIV;0
varones;de jornada parcial únicamente;de 60 a 64;1993TIII;0
varones;de jornada parcial únicamente;de 60 a 64;1993TII;0,4
varones;de jornada parcial únicamente;de 60 a 64;1993TI;0,2
varones;de jornada parcial únicamente;de 60 a 64;1992TIV;0,2
varones;de jornada parcial únicamente;de 60 a 64;1992TIII;0,1
varones;de jornada parcial únicamente;de 60 a 64;1992TII;0
varones;de jornada parcial únicamente;de 60 a 64;1992TI;0,1
varones;de jornada parcial únicamente;de 60 a 64;1991TIV;0
varones;de jornada parcial únicamente;de 60 a 64;1991TIII;0,1
varones;de jornada parcial únicamente;de 60 a 64;1991TII;0,3
varones;de jornada parcial únicamente;de 60 a 64;1991TI;0,2
varones;de jornada parcial únicamente;de 60 a 64;1990TIV;0
varones;de jornada parcial únicamente;de 60 a 64;1990TIII;0,1
varones;de jornada parcial únicamente;de 60 a 64;1990TII;0,5
varones;de jornada parcial únicamente;de 60 a 64;1990TI;0,1
varones;de jornada parcial únicamente;de 60 a 64;1989TIV;0,3
varones;de jornada parcial únicamente;de 60 a 64;1989TIII;0,5
varones;de jornada parcial únicamente;de 60 a 64;1989TII;0,1
varones;de jornada parcial únicamente;de 60 a 64;1989TI;0
varones;de jornada parcial únicamente;de 60 a 64;1988TIV;0,3
varones;de jornada parcial únicamente;de 60 a 64;1988TIII;0,2
varones;de jornada parcial únicamente;de 60 a 64;1988TII;0
varones;de jornada parcial únicamente;de 60 a 64;1988TI;0
varones;de jornada parcial únicamente;de 60 a 64;1987TIV;0
varones;de jornada parcial únicamente;de 60 a 64;1987TIII;0
varones;de jornada parcial únicamente;de 60 a 64;1987TII;0,2
varones;de jornada parcial únicamente;de 65 a 69;1995TIV;0
varones;de jornada parcial únicamente;de 65 a 69;1995TIII;0
varones;de jornada parcial únicamente;de 65 a 69;1995TII;0
varones;de jornada parcial únicamente;de 65 a 69;1995TI;0
varones;de jornada parcial únicamente;de 65 a 69;1994TIV;0
varones;de jornada parcial únicamente;de 65 a 69;1994TIII;0,2
varones;de jornada parcial únicamente;de 65 a 69;1994TII;0
varones;de jornada parcial únicamente;de 65 a 69;1994TI;0
varones;de jornada parcial únicamente;de 65 a 69;1993TIV;0
varones;de jornada parcial únicamente;de 65 a 69;1993TIII;0
varones;de jornada parcial únicamente;de 65 a 69;1993TII;0,2
varones;de jornada parcial únicamente;de 65 a 69;1993TI;0
varones;de jornada parcial únicamente;de 65 a 69;1992TIV;0
varones;de jornada parcial únicamente;de 65 a 69;1992TIII;0
varones;de jornada parcial únicamente;de 65 a 69;1992TII;0
varones;de jornada parcial únicamente;de 65 a 69;1992TI;0
varones;de jornada parcial únicamente;de 65 a 69;1991TIV;0
varones;de jornada parcial únicamente;de 65 a 69;1991TIII;0
varones;de jornada parcial únicamente;de 65 a 69;1991TII;0
varones;de jornada parcial únicamente;de 65 a 69;1991TI;0
varones;de jornada parcial únicamente;de 65 a 69;1990TIV;0
varones;de jornada parcial únicamente;de 65 a 69;1990TIII;0
varones;de jornada parcial únicamente;de 65 a 69;1990TII;0
varones;de jornada parcial únicamente;de 65 a 69;1990TI;0
varones;de jornada parcial únicamente;de 65 a 69;1989TIV;0
varones;de jornada parcial únicamente;de 65 a 69;1989TIII;0
varones;de jornada parcial únicamente;de 65 a 69;1989TII;0
varones;de jornada parcial únicamente;de 65 a 69;1989TI;0
varones;de jornada parcial únicamente;de 65 a 69;1988TIV;0
varones;de jornada parcial únicamente;de 65 a 69;1988TIII;0
varones;de jornada parcial únicamente;de 65 a 69;1988TII;0
varones;de jornada parcial únicamente;de 65 a 69;1988TI;0
varones;de jornada parcial únicamente;de 65 a 69;1987TIV;0
varones;de jornada parcial únicamente;de 65 a 69;1987TIII;0
varones;de jornada parcial únicamente;de 65 a 69;1987TII;0
varones;de jornada parcial únicamente;de 70 y más;1995TIV;0
varones;de jornada parcial únicamente;de 70 y más;1995TIII;0
varones;de jornada parcial únicamente;de 70 y más;1995TII;0
varones;de jornada parcial únicamente;de 70 y más;1995TI;0
varones;de jornada parcial únicamente;de 70 y más;1994TIV;0
varones;de jornada parcial únicamente;de 70 y más;1994TIII;0
varones;de jornada parcial únicamente;de 70 y más;1994TII;0
varones;de jornada parcial únicamente;de 70 y más;1994TI;0
varones;de jornada parcial únicamente;de 70 y más;1993TIV;0
varones;de jornada parcial únicamente;de 70 y más;1993TIII;0
varones;de jornada parcial únicamente;de 70 y más;1993TII;0
varones;de jornada parcial únicamente;de 70 y más;1993TI;0
varones;de jornada parcial únicamente;de 70 y más;1992TIV;0
varones;de jornada parcial únicamente;de 70 y más;1992TIII;0
